time_s,ax,ay,az,gx,gy,gz,roll,pitch,yaw,qw,qx,qy,qz,true_speed_mps,true_distance_m,true_forward_accel_mps2
0.24,-0.00463169864952367,-0.0009728692567008902,1.012570149772868,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.25,0.006894039005707557,-0.0032721342022219786,0.9963142410590005,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.26,-0.0025019540051792496,0.015235294004561603,0.9957197505742713,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.27,-0.003036803883647294,0.0035258906728526536,0.9987922955491354,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.28,-0.0019728422796572256,-0.011140671431510565,0.9998847853196146,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.29,-0.004435812229744192,0.011661277761902228,1.0065308850270116,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.3,-0.00024143613009932236,0.006683810232673439,0.9966013044828684,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.31,0.010521263584269469,-5.3995606716266054e-05,1.0058338235418043,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.32,-0.012908932453234871,0.0034668004887842977,0.9831179588263346,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.33,-0.020353289449399327,-0.0030447687771143726,0.991000723924014,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.34,0.0016405279571222258,0.022447566264860493,0.9916827681858791,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.35000000000000003,-0.006239435864439059,0.002054039460646989,1.0049301329141236,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.36,-0.001764060659057582,-0.002059303302532165,1.0070246295512053,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.37,0.005199076370338985,-0.010336758320736888,0.9992081868138415,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.38,0.0003528684866147414,-0.010544846220491105,1.0025983910067435,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.39,-0.00857956477176544,0.009720667079170428,1.0019274591260507,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.4,0.000893064857690503,-0.00591028352856274,0.9988139017612231,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.41000000000000003,-0.019977462929070548,-0.011314074705230586,1.0036283979918876,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.42,-0.02128567041822145,0.008466085214811634,0.9825390352462609,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.43,0.007567385026642677,-0.008454970328793242,1.0077899108434245,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.44,0.0013095120758479981,-0.015368349402914887,1.0124914874955846,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.45,0.014417071555226117,-0.000658049060002071,0.9972608372782769,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.46,-0.0015986696597063634,-0.009751523227787462,1.0109858675975691,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.47000000000000003,-0.005428919317301868,-0.0005119041269167657,0.9920670359679695,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.48,-0.006260730997201972,-0.012777251516511705,1.012570693137144,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.49,-0.001540875732060132,0.00965921618728809,1.0001332459691326,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.5,-0.006944035277028942,-0.0032668526000225215,0.9943976894949711,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.51,7.959099184913658e-05,-0.003752668396769557,0.997000782840582,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.52,-0.013785746841359138,-0.008068459276211205,1.0165405754880044,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.53,-0.006712332162517173,-0.010540937876234929,1.0033732633257502,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.54,0.014072721995565321,-0.014540243024812083,0.9979147815174872,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.55,-0.006320525539349078,-0.017610194743274032,1.0073492670925839,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.56,-0.0002344391855484465,0.0007144184429260536,0.9924768852755441,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.5700000000000001,0.004547841629969167,-0.005392973494873211,0.9985709679150325,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.58,-0.011082607921815132,-0.012161027602081953,1.0133553185530002,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.59,-0.005071047045384753,0.002916803563558019,0.9996620956523262,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.6,-0.004411452027621842,-0.005079609703372196,1.006300825914456,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.61,-0.0030186760453390984,-0.0015144364817129203,1.0002222155719447,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.62,0.011765083202520015,0.006805109746331383,1.0038260026772798,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.63,-0.005635713933532417,-0.013819687200064656,1.009495299317353,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.64,0.009664471342208762,-0.001407083991233403,1.0054188384160352,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.65,0.00781443053885405,0.008311844526649818,1.0092138347324648,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.66,-0.004556176506611328,0.015149729826647177,0.987534069417143,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.67,0.008617230769936491,0.004939320790307585,1.008736191135245,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.68,0.018790083070967373,0.01484445473378649,0.9885482309281067,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.6900000000000001,-0.016886715802678573,0.008168890590537967,0.9898498758412407,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.7000000000000001,-0.00012405388647513302,0.00839727477005194,0.9835620264881442,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.71,-0.021099804543094788,0.0025929902033722703,1.000443858896133,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.72,-0.0024580307138192255,0.00038534763770218166,0.9913948439263272,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.73,-0.01513494407272107,-0.0016665485088032173,0.990282913089506,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.74,-0.01643481322411107,0.005056810713932767,0.9993860137157783,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.75,0.004065285366328139,-0.00989294941425937,0.9934194120816335,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.76,-0.009990430272201657,-0.008866418670580483,1.0019540791774941,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.77,-0.00782974616334946,0.003560662888202746,1.0033975592541822,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.78,0.020251609868801028,-0.013927890458668097,1.0088790237783505,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.79,-0.0008948796188841831,-0.0001402973013099694,0.985501361780934,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.8,-0.004601938127246543,0.00743197263443954,0.999175216279827,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.81,0.0008105437041126563,-0.0029071668060054135,1.011545697469863,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.8200000000000001,-0.00021472567043494798,-0.022004156724820624,0.9930792744952551,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.8300000000000001,-0.01968796607080243,-0.03251438415496539,0.9946988465022769,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.84,0.013335598501027238,0.00047119906130592925,0.9882745429259503,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.85,-0.009406998682024223,0.011306132302500087,1.0015762662339847,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.86,0.00047999241562056964,-0.0005346178883805718,1.0003840026155535,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.87,0.008054056469437984,0.005525672973560755,1.002157047000245,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.88,-0.010428683575900106,0.00511108764909727,0.993157529220075,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.89,0.010938456759004787,-0.012710508217241274,0.9986237902372441,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.9,-7.35828629127095e-05,-0.013246455506441367,1.0172197164385648,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.91,0.014604067672595523,-0.004635837616090832,1.0077172116556452,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.92,0.0037867606967021184,-0.02613559463345258,1.002503980162776,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.93,-0.000613440798332485,0.0008321735347453037,0.9892312508017284,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.9400000000000001,-0.0026934704622040492,-0.0017825876338229713,1.0118809421721233,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.9500000000000001,0.003344270603910144,-5.5550302026637703e-05,1.0152896999791095,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.96,-0.005552479297636473,-0.003894303048753847,0.9818324498866093,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.97,0.015691058462836124,0.009643323681944286,1.009168480445117,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.98,0.006688984464469374,0.00110148587663652,1.0021548893918233,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
0.99,-0.0025200659026730784,-0.0020360042572294627,1.000543036117137,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,0.0
1.0,0.2751395719825523,-0.1445664751760625,0.9994153987424114,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.0,0.0,2.9444143828159905
1.01,0.5128237153844558,-0.30577401656105435,1.016027050111725,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.058888287656319864,0.0002944414382815996,5.872693360685417
1.02,0.5208423344965972,-0.2971075959289521,0.9965381815784727,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.11745386721370843,0.0011761522126317418,5.84050930488646
1.03,0.5018580342337948,-0.2968196095924665,1.0087365803447021,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.17569847375404918,0.002641913917470531,5.808498290968681
1.04,0.5062115019704966,-0.2968000876108423,0.9977896564856102,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.23362383303308215,0.004688525451406189,5.776659388806085
1.05,0.508436241697496,-0.30884316641861287,0.9976460164803492,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.29123166153017094,0.0073128029242224574,5.744991673237168
1.06,0.49601480264030384,-0.282461284324799,0.9922940132343513,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.3485236664978256,0.010511579564362444,5.713494224039183
1.07,0.5075626404937493,-0.2744654716435052,0.9968640373871838,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.4055015460109547,0.014281705626906348,5.682166125901219
1.08,0.49302470069336196,-0.28620682318220186,0.9999797097239097,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.46216698901585007,0.018620048302040376,5.651006468398659
1.09,0.48636738495961995,-0.281931793130435,1.020155160534754,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.518521675378928,0.02352349162401427,5.620014345967274
1.1,0.4910002291798792,-0.28699808674929517,0.9895506797643091,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.5745672759351956,0.028988936380584897,5.5891888578772
1.11,0.4940646707112412,-0.2958758748445299,0.9889306897564851,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.6303054525364721,0.03501330002294324,5.558529108207637
1.12,0.5009774536406142,-0.2909058358725666,1.0108135756933134,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.6857378580993485,0.04159351657612235,5.528034205821161
1.1300000000000001,0.5007458350775976,-0.2777115930646138,1.0055339140285082,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.7408661366528955,0.04872653654988358,5.497703264338476
1.1400000000000001,0.502360640125809,-0.280734008748933,0.9940699420305839,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.7956919233861182,0.05640932685007865,5.467535402113093
1.1500000000000001,0.4666560197794011,-0.27681979103041493,1.014791442109183,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.8502168446951573,0.06463887069048503,5.437529742206408
1.16,0.48714873103971956,-0.28513613689769707,0.9914462461616741,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.9044425182302452,0.07341216750511186,5.407685412362575
1.17,0.4698896821734045,-0.271279087617066,0.9979468857289632,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,0.9583705529424077,0.08272623286097514,5.37800154498386
1.18,0.4744686453965729,-0.2697290559299905,0.9970122641332154,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.0120025491299225,0.09257809837133679,5.3484772771058715
1.19,0.4693290964342581,-0.26913330075267106,0.9991603029646682,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.0653400984845252,0.10296481160940904,5.319111750372876
1.2,0.472186717444633,-0.25100129162167545,1.0059197228477084,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.1183847841373802,0.11388343602251857,5.2899041110135485
1.21,0.46514415524559155,-0.2850900671367165,1.003879570860152,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.1711381807047962,0.12533105084672946,5.2608535098167195
1.22,0.442567600099759,-0.28084601696435796,1.0085463925246876,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.2236018543337146,0.13730475102192202,5.231959102106984
1.23,0.4665587885089751,-0.26678978210112064,0.9828998889384779,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.275777362746936,0.1498016471073253,5.203220047720748
1.24,0.45325865188460196,-0.270620369522163,1.0063684074613022,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.3276662552881295,0.16281886519750063,5.174635510982377
1.25,0.47703871357511424,-0.2602141115103716,0.9922068887196788,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.3792700729665837,0.17635354683877422,5.146204660680382
1.26,0.4402586631843955,-0.26150258292146705,0.9982320680648642,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.4305903485017375,0.19040284894611584,5.117926670043687
1.27,0.4379651835458817,-0.25834406322627873,0.9884908647868913,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.4816286063674575,0.20496394372046184,5.089800716717988
1.28,0.4581309986952136,-0.24745479503590556,1.0108475126529641,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.5323863628360972,0.22003401856647964,5.061825982742775
1.29,0.43981225444343575,-0.25151744953078586,0.9986793049478063,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.582865126022313,0.2356102760107717,5.0340016545274295
1.3,0.4382206825776311,-0.2586430931052264,0.9870028472696585,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.633066395926646,0.2516899336205165,5.006326922828492
1.31,0.4252393500629054,-0.2459050562550612,0.9980876459608048,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.682991664478883,0.2682702239225442,4.978800982726284
1.32,0.43942448844877013,-0.24243521334929116,0.9826686750498392,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.7326424155811717,0.2853483943228445,4.951423033602325
1.33,0.4270141908755911,-0.24931058670713485,1.0039209478666558,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.7820201251509296,0.302921707026505,4.924192279116383
1.34,0.42869292759758476,-0.23939122517561182,1.0021039493882964,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.8311262611634995,0.3209874389580772,4.897107927183555
1.35,0.41795089043755335,-0.2576171619068931,1.0080547106049462,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.8799622836946006,0.3395428816823677,4.870169189952094
1.36,0.4323568561476323,-0.26593402751044654,1.013477123038624,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.9285296449625415,0.3585853413256534,4.84337528378056
1.37,0.43134536285072644,-0.2321512208047514,0.9961629911892491,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,1.976829789370212,0.3781121384973172,4.816725429215708
1.3800000000000001,0.4200672340170357,-0.2554977621498629,1.025369295701319,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,2.0248641535468557,0.39812060821190254,4.790218850970376
1.3900000000000001,0.41894154230103803,-0.2270136657440945,0.9935270754861272,0.0,0.0,0.0,0.0,0.0,30.0,0.9659258262890683,0.0,0.0,0.25881904510252074,2.0726341663896197,0.4186080998115849,4.763854777901258
